employee_id,salary_gross,currency,pay_frequency,bonus,effective_date
11178,4089,GHS,Biweekly,0,2025-12-02
11179,1724,GHS,Monthly,258,2025-12-02
11180,14760,GHS,Biweekly,1476,2025-12-02
11181,10926,GHS,Biweekly,1638,2025-12-02
11182,5968,GHS,Biweekly,596,2025-12-02
11183,8150,GHS,Monthly,1222,2025-12-02
11184,6898,,Biweekly,689,2025-12-02
11185,11294,GHS,Monthly,564,2025-12-02
11186,3790,GHS,Biweekly,113,2025-12-02
11187,15490,GHS,Monthly,1549,2025-12-02
11188,5909,GHS,Monthly,177,2025-12-02
11189,9685,GHS,Biweekly,290,2025-12-02
11190,8459,GHS,Monthly,845,2025-12-02
11191,3461,GHS,Monthly,0,2025-12-02
11192,5341,GHS,Monthly,267,2025-12-02
11193,3640,GHS,Monthly,364,2025-12-02
,2459,GHS,Biweekly,368,2025-12-02
11195,7003,GHS,Biweekly,350,2025-12-02
11196,7505,GHS,Monthly,225,
11197,13766,GHS,Biweekly,2064,2025-12-02
11198,11508,GHS,Biweekly,1726,2025-12-02
11199,4611,GHS,Monthly,691,2025-12-02
11200,14862,GHS,Biweekly,445,2025-12-02
11201,4905,GHS,Monthly,245,2025-12-02
11202,6472,GHS,Monthly,,2025-12-02
11203,3701,GHS,Biweekly,111,2025-12-02
11204,10492,GHS,Biweekly,1049,2025-12-02
11205,8166,GHS,Biweekly,408,2025-12-02
11206,2146,GHS,Monthly,64,2025-12-02
11207,7271,GHS,Biweekly,218,
11208,,GHS,Monthly,230,2025-12-02
11209,8312,GHS,Biweekly,,2025-12-02
11210,4156,GHS,Biweekly,124,2025-12-02
,,GHS,Biweekly,497,
11212,4364,GHS,Monthly,130,2025-12-02
11213,6918,GHS,Biweekly,207,2025-12-02
11214,2892,GHS,Monthly,433,2025-12-02
11215,1530,GHS,Biweekly,45,2025-12-02
,9839,GHS,Biweekly,295,2025-12-02
11217,11530,GHS,Monthly,576,2025-12-02
11218,14951,GHS,Biweekly,448,2025-12-02
11219,11941,GHS,Biweekly,0,2025-12-02
11220,8017,GHS,Monthly,240,2025-12-02
11221,11035,GHS,Biweekly,1103,2025-12-02
11222,5188,GHS,Biweekly,0,2025-12-02
11223,1052,GHS,Monthly,0,2025-12-02
11224,2485,GHS,Biweekly,248,2025-12-02
11225,7107,GHS,Biweekly,1066,2025-12-02
11226,7269,GHS,Biweekly,218,2025-12-02
11227,2680,GHS,Biweekly,134,2025-12-02
11228,5391,GHS,Monthly,808,2025-12-02
11229,,GHS,Biweekly,188,2025-12-02
11230,6483,GHS,Biweekly,0,2025-12-02
11231,4097,GHS,Monthly,204,2025-12-02
11232,4648,GHS,Biweekly,697,2025-12-02
11233,2475,GHS,Monthly,371,2025-12-02
11234,3768,GHS,Biweekly,376,2025-12-02
11235,10837,GHS,Monthly,0,2025-12-02
11236,3295,GHS,Biweekly,164,2025-12-02
11237,1631,GHS,Biweekly,48,2025-12-02
11238,17601,,Monthly,880,2025-12-02
11239,4001,GHS,Monthly,600,2025-12-02
11240,2549,GHS,Monthly,127,
11241,,GHS,Monthly,188,
11242,6078,GHS,Monthly,,2025-12-02
11243,1556,GHS,Biweekly,77,2025-12-02
,7640,GHS,Monthly,764,2025-12-02
11245,2592,GHS,Monthly,129,2025-12-02
11246,,GHS,Monthly,226,2025-12-02
11247,10832,GHS,Monthly,541,2025-12-02
11248,6697,GHS,Monthly,1004,2025-12-02
11249,11909,,Biweekly,595,2025-12-02
11250,3070,GHS,Monthly,0,2025-12-02
11251,4211,,Monthly,421,2025-12-02
11252,2296,GHS,Biweekly,229,2025-12-02
11253,3496,GHS,Monthly,,
11254,5776,GHS,Monthly,288,2025-12-02
11255,5389,GHS,Monthly,161,2025-12-02
11256,2932,GHS,Biweekly,439,2025-12-02
11257,1936,GHS,Biweekly,0,2025-12-02
11258,5344,GHS,Biweekly,534,2025-12-02
11259,7846,GHS,,392,2025-12-02
11260,1606,,Biweekly,0,2025-12-02
11261,5691,GHS,Biweekly,284,2025-12-02
11262,5941,GHS,Monthly,0,2025-12-02
11263,3081,,Monthly,308,2025-12-02
11264,5031,GHS,Monthly,503,2025-12-02
11265,4001,GHS,Biweekly,120,2025-12-02
11266,13382,GHS,,669,2025-12-02
11267,5243,GHS,Biweekly,0,2025-12-02
11268,6134,GHS,Biweekly,184,2025-12-02
11269,8846,GHS,Monthly,884,2025-12-02
11270,15571,GHS,,778,2025-12-02
11271,3012,GHS,Biweekly,90,2025-12-02
11272,6979,GHS,Biweekly,1046,2025-12-02
11273,7740,GHS,Monthly,774,2025-12-02
11274,5190,GHS,Biweekly,259,2025-12-02
11275,,GHS,Monthly,176,2025-12-02
11276,,GHS,Biweekly,0,2025-12-02
11277,,GHS,Monthly,0,2025-12-02
11278,4507,GHS,Monthly,225,2025-12-02
11279,3450,GHS,Monthly,172,2025-12-02
11280,2388,GHS,Monthly,0,2025-12-02
,5891,GHS,Monthly,589,2025-12-02
11282,2341,GHS,Biweekly,351,2025-12-02
11283,2433,GHS,Monthly,243,2025-12-02
11284,15403,GHS,Biweekly,2310,2025-12-02
11285,3703,GHS,Biweekly,370,2025-12-02
11286,7504,GHS,Monthly,375,2025-12-02
11287,3024,GHS,Biweekly,90,2025-12-02
11288,9374,GHS,Biweekly,0,2025-12-02
11289,8012,GHS,,0,2025-12-02
11290,7186,GHS,Monthly,,
11291,17417,GHS,Monthly,522,2025-12-02
11292,7080,GHS,Biweekly,354,2025-12-02
11293,6881,GHS,Monthly,206,2025-12-02
11294,13728,GHS,Biweekly,1372,
,4719,GHS,Monthly,471,2025-12-02
11296,12465,GHS,Biweekly,623,2025-12-02
11297,5178,,Monthly,258,2025-12-02
11298,4023,,Monthly,201,2025-12-02
11299,7974,GHS,Biweekly,797,2025-12-02
11300,9996,GHS,Biweekly,499,2025-12-02
11301,8353,GHS,Biweekly,835,2025-12-02
11302,2444,GHS,Monthly,73,2025-12-02
11303,9180,GHS,Biweekly,459,2025-12-02
11304,3640,GHS,Biweekly,182,2025-12-02
11305,13768,GHS,Biweekly,688,2025-12-02
,14153,GHS,Biweekly,1415,2025-12-02
11307,6110,GHS,,183,2025-12-02
11308,8091,GHS,Biweekly,1213,2025-12-02
11309,10916,GHS,Monthly,,2025-12-02
11310,6267,GHS,Biweekly,,2025-12-02
11311,18440,GHS,Biweekly,553,2025-12-02
11312,2241,GHS,Biweekly,336,2025-12-02
11313,2347,GHS,Monthly,117,2025-12-02
11314,5715,GHS,Monthly,285,2025-12-02
11315,1554,GHS,Biweekly,46,2025-12-02
11316,4745,GHS,,711,2025-12-02
11317,5672,GHS,Monthly,283,2025-12-02
11318,,GHS,Monthly,0,2025-12-02
11319,9027,GHS,Monthly,451,2025-12-02
11320,7030,GHS,Biweekly,703,2025-12-02
11321,16408,GHS,Monthly,,2025-12-02
11322,6503,GHS,Biweekly,650,2025-12-02
11323,5496,GHS,Monthly,274,2025-12-02
11324,7990,GHS,Biweekly,239,2025-12-02
11325,7355,GHS,Monthly,735,2025-12-02
11326,3446,GHS,Biweekly,172,2025-12-02
11327,10099,GHS,Monthly,1009,2025-12-02
11328,,GHS,Monthly,1077,2025-12-02
11329,6073,GHS,Monthly,607,2025-12-02
11330,3373,GHS,Monthly,101,2025-12-02
11331,3168,GHS,Biweekly,95,2025-12-02
11332,6129,GHS,Monthly,0,2025-12-02
11333,6388,GHS,Monthly,638,
11334,2671,GHS,Monthly,133,2025-12-02
11335,,GHS,Monthly,490,2025-12-02
11336,7412,GHS,Biweekly,0,2025-12-02
11337,6812,GHS,Monthly,681,2025-12-02
11338,6435,GHS,Biweekly,193,2025-12-02
11339,6542,GHS,Biweekly,981,2025-12-02
11340,2804,GHS,Monthly,280,2025-12-02
11341,2261,GHS,Monthly,339,2025-12-02
11342,5560,GHS,Biweekly,278,2025-12-02
11343,9064,GHS,Monthly,271,2025-12-02
11344,6576,GHS,,657,2025-12-02
11345,,GHS,Biweekly,1693,2025-12-02
11346,7366,GHS,Biweekly,0,2025-12-02
11347,1865,GHS,Biweekly,186,2025-12-02
11348,8158,GHS,Biweekly,407,2025-12-02
11349,4957,GHS,Monthly,743,2025-12-02
11350,5976,GHS,Biweekly,597,2025-12-02
11351,3860,GHS,Biweekly,115,2025-12-02
11352,8139,GHS,Monthly,,2025-12-02
11353,1939,GHS,Monthly,290,2025-12-02
11354,8971,GHS,Monthly,0,2025-12-02
11355,5003,GHS,Biweekly,150,2025-12-02
11356,6070,GHS,Monthly,303,
11357,6693,GHS,Monthly,669,2025-12-02
11358,2244,GHS,Biweekly,112,2025-12-02
11359,13987,GHS,Monthly,419,2025-12-02
11360,1351,GHS,Monthly,202,2025-12-02
11361,9014,GHS,Monthly,450,2025-12-02
11362,11969,GHS,Monthly,0,2025-12-02
11363,13110,GHS,Biweekly,0,2025-12-02
11364,6109,GHS,Biweekly,610,2025-12-02
11365,11561,GHS,Monthly,1734,
11366,2046,GHS,Monthly,61,2025-12-02
,6005,GHS,Biweekly,300,2025-12-02
11368,2797,GHS,Monthly,419,2025-12-02
11369,4131,GHS,Biweekly,413,2025-12-02
11370,2875,GHS,Biweekly,143,2025-12-02
11371,3305,GHS,Biweekly,99,2025-12-02
11372,3804,GHS,Monthly,114,2025-12-02
11373,4360,GHS,Monthly,0,2025-12-02
11374,3702,GHS,Biweekly,185,2025-12-02
11375,12138,GHS,Biweekly,1213,2025-12-02
11376,9809,GHS,Monthly,1471,2025-12-02
11377,11028,GHS,Biweekly,1654,2025-12-02
11378,10273,GHS,Biweekly,1027,2025-12-02
11379,2093,GHS,Monthly,62,2025-12-02
11380,5609,GHS,Biweekly,0,2025-12-02
,7217,GHS,Monthly,1082,2025-12-02
11382,11007,GHS,Monthly,1651,2025-12-02
11383,5543,GHS,Monthly,0,2025-12-02
11384,16910,GHS,Monthly,845,2025-12-02
11385,11521,GHS,Biweekly,576,2025-12-02
11386,4882,GHS,Biweekly,146,2025-12-02
11387,18665,GHS,Monthly,1866,2025-12-02
11388,6043,GHS,Biweekly,906,
11389,4683,GHS,Biweekly,468,
11390,15968,GHS,Biweekly,798,2025-12-02
11391,9195,GHS,Monthly,1379,2025-12-02
11392,,GHS,Monthly,359,2025-12-02
11393,4932,GHS,Biweekly,493,2025-12-02
11394,5728,GHS,Monthly,859,2025-12-02
11395,11148,GHS,Biweekly,0,2025-12-02
11396,1483,GHS,Monthly,74,2025-12-02
,8278,,Monthly,413,2025-12-02
11398,11273,GHS,Monthly,1690,2025-12-02
11399,3475,GHS,Monthly,0,2025-12-02
11400,8653,,Biweekly,865,2025-12-02
11401,3987,GHS,Monthly,199,2025-12-02
11402,4102,GHS,Biweekly,615,2025-12-02
11403,8119,GHS,Monthly,243,2025-12-02
11404,9147,GHS,Monthly,1372,2025-12-02
11405,4572,GHS,Monthly,457,2025-12-02
11406,3155,GHS,Monthly,0,2025-12-02
11407,1841,GHS,Monthly,55,2025-12-02
11408,11466,GHS,Monthly,1719,2025-12-02
11409,1547,GHS,Biweekly,0,2025-12-02
11410,3233,GHS,Biweekly,161,2025-12-02
,7105,GHS,Biweekly,710,2025-12-02
11412,8112,GHS,Monthly,811,2025-12-02
11413,11629,GHS,Monthly,1162,2025-12-02
11414,4587,GHS,Biweekly,0,
11415,,GHS,Monthly,0,2025-12-02
11416,6434,GHS,Biweekly,321,2025-12-02
11417,9327,GHS,Monthly,0,2025-12-02
11418,9144,GHS,Monthly,274,2025-12-02
11419,5193,GHS,Monthly,155,2025-12-02
11420,8429,GHS,Biweekly,0,2025-12-02
11421,6984,GHS,Monthly,349,2025-12-02
11422,2637,,Monthly,0,2025-12-02
11423,3168,GHS,Biweekly,158,2025-12-02
11424,2163,GHS,Monthly,324,2025-12-02
11425,8125,GHS,Biweekly,0,2025-12-02
11426,15001,GHS,Biweekly,0,2025-12-02
11427,1446,GHS,Monthly,216,2025-12-02
11428,10278,GHS,Biweekly,1027,2025-12-02
11429,1785,GHS,Biweekly,178,2025-12-02
11430,11353,GHS,Monthly,1702,2025-12-02
11431,1315,GHS,Biweekly,65,2025-12-02
11432,6586,GHS,Biweekly,197,2025-12-02
11433,1267,GHS,Monthly,190,2025-12-02
11434,1655,GHS,Monthly,165,2025-12-02
11435,8606,GHS,Biweekly,0,2025-12-02
11436,3511,GHS,Monthly,351,2025-12-02
11437,6245,GHS,Monthly,312,2025-12-02
11438,9574,,Biweekly,478,2025-12-02
11439,10663,,Biweekly,319,
11440,,GHS,Monthly,956,2025-12-02
11441,8852,GHS,Monthly,0,2025-12-02
11442,3290,GHS,Monthly,0,2025-12-02
11443,6470,GHS,Biweekly,194,2025-12-02
11444,2969,GHS,Biweekly,0,
11445,4015,GHS,Biweekly,120,2025-12-02
11446,6351,GHS,Biweekly,,2025-12-02
11447,16075,,,2411,2025-12-02
11448,7137,GHS,Biweekly,1070,2025-12-02
11449,2164,GHS,Biweekly,108,2025-12-02
11450,3962,GHS,Biweekly,594,2025-12-02
11451,5828,GHS,Monthly,291,2025-12-02
11452,15510,GHS,Monthly,1551,2025-12-02
11453,5336,GHS,Monthly,266,2025-12-02
11454,5963,GHS,Biweekly,596,2025-12-02
11455,7496,GHS,Monthly,0,2025-12-02
11456,11204,GHS,Monthly,336,2025-12-02
11457,1528,,Monthly,45,2025-12-02
11458,3876,GHS,,387,2025-12-02
11459,7374,GHS,Biweekly,0,2025-12-02
11460,2765,GHS,Biweekly,0,2025-12-02
11461,10204,,Biweekly,1530,2025-12-02
11462,8946,GHS,,0,2025-12-02
11463,2879,GHS,Biweekly,431,2025-12-02
11464,2225,GHS,Monthly,333,2025-12-02
11465,1870,,Monthly,280,2025-12-02
11466,7480,,,1122,2025-12-02
11467,5516,GHS,Monthly,827,2025-12-02
11468,15177,GHS,Monthly,2276,2025-12-02
11469,2916,GHS,Monthly,291,2025-12-02
11470,,GHS,Biweekly,308,2025-12-02
11471,1750,GHS,Monthly,0,
11472,2648,GHS,,132,2025-12-02
11473,13131,GHS,Biweekly,656,2025-12-02
11474,5298,GHS,Biweekly,,2025-12-02
11475,3791,GHS,Biweekly,568,2025-12-02
11476,7629,GHS,Monthly,0,2025-12-02
11477,6558,GHS,Biweekly,0,2025-12-02
11478,3140,GHS,Monthly,157,2025-12-02
11479,5464,GHS,,0,2025-12-02
11480,10454,GHS,Monthly,0,2025-12-02
11481,,GHS,Monthly,1651,2025-12-02
11482,8078,GHS,Monthly,0,2025-12-02
11483,2073,GHS,Biweekly,103,2025-12-02
11484,3792,GHS,Monthly,0,2025-12-02
11485,10567,GHS,Biweekly,317,2025-12-02
11486,5297,GHS,Monthly,0,
11487,9236,GHS,Biweekly,461,2025-12-02
11488,3008,GHS,Biweekly,150,2025-12-02
,18787,GHS,Biweekly,563,2025-12-02
11490,9113,GHS,Biweekly,455,2025-12-02
11491,8632,GHS,Biweekly,0,2025-12-02
11492,2896,GHS,Monthly,0,2025-12-02
11493,15891,GHS,,2383,2025-12-02
11494,2363,GHS,Monthly,0,
11495,2529,GHS,Monthly,,2025-12-02
11496,7286,GHS,Biweekly,218,
11497,2039,GHS,Biweekly,203,2025-12-02
11498,2224,GHS,Monthly,0,2025-12-02
11499,4798,GHS,Monthly,719,2025-12-02
11500,5264,GHS,Monthly,263,2025-12-02
11501,9449,GHS,Biweekly,,2025-12-02
11502,3376,GHS,Monthly,337,2025-12-02
11503,2287,GHS,,0,2025-12-02
11504,5879,GHS,Biweekly,881,2025-12-02
11505,13772,GHS,Monthly,0,2025-12-02
11506,2574,GHS,Monthly,0,2025-12-02
11507,3464,GHS,Monthly,103,2025-12-02
11508,13764,GHS,Monthly,0,2025-12-02
11509,7100,GHS,Biweekly,710,2025-12-02
11510,6019,GHS,Biweekly,300,2025-12-02
,11726,GHS,Monthly,1172,2025-12-02
11512,2608,GHS,Monthly,78,2025-12-02
11513,5342,GHS,Biweekly,801,2025-12-02
11514,1931,GHS,Monthly,96,2025-12-02
11515,9573,GHS,Biweekly,478,2025-12-02
11516,3623,GHS,Monthly,108,2025-12-02
,8476,GHS,Monthly,423,2025-12-02
11518,3834,GHS,Monthly,115,2025-12-02
11519,3000,GHS,Biweekly,450,2025-12-02
11520,3296,GHS,Biweekly,494,2025-12-02
11521,7019,,Monthly,1052,2025-12-02
11522,6646,GHS,Monthly,996,2025-12-02
11523,6420,GHS,Biweekly,192,2025-12-02
11524,6280,GHS,Monthly,628,2025-12-02
11525,3928,GHS,Biweekly,0,2025-12-02
11526,2963,GHS,Biweekly,296,2025-12-02
11527,4801,GHS,Biweekly,0,2025-12-02
11528,7644,GHS,Biweekly,,2025-12-02
11529,,GHS,Monthly,723,2025-12-02
11530,,GHS,Biweekly,324,2025-12-02
11531,1876,GHS,Biweekly,281,2025-12-02
,10971,GHS,Biweekly,,2025-12-02
11533,2083,GHS,,312,2025-12-02
11534,3814,GHS,Biweekly,114,2025-12-02
11535,5041,GHS,Monthly,151,2025-12-02
11536,6441,GHS,Monthly,193,2025-12-02
11537,12098,GHS,Monthly,604,2025-12-02
11538,5065,,Biweekly,759,2025-12-02
11539,2108,GHS,Monthly,316,2025-12-02
11540,2340,GHS,Monthly,0,2025-12-02
11541,2596,GHS,Monthly,259,2025-12-02
11542,3795,GHS,Monthly,189,
11543,13856,GHS,Biweekly,415,2025-12-02
11544,3427,GHS,Biweekly,0,2025-12-02
11545,4224,GHS,Monthly,422,2025-12-02
11546,7562,GHS,Biweekly,0,2025-12-02
11547,5980,GHS,Monthly,598,2025-12-02
11548,12657,GHS,Monthly,632,2025-12-02
11549,3398,GHS,Monthly,101,2025-12-02
11550,17303,GHS,Biweekly,519,2025-12-02
11551,1550,GHS,Monthly,46,2025-12-02
11552,1100,GHS,Monthly,0,2025-12-02
11553,9963,GHS,Biweekly,0,2025-12-02
,5974,GHS,Biweekly,298,2025-12-02
11555,2774,GHS,Biweekly,0,2025-12-02
11556,8718,GHS,Biweekly,871,2025-12-02
11557,,GHS,Biweekly,0,2025-12-02
11558,5491,GHS,Monthly,823,2025-12-02
11559,16884,GHS,Biweekly,506,2025-12-02
11560,8844,GHS,Monthly,0,2025-12-02
11561,12801,GHS,Biweekly,0,2025-12-02
11562,3059,GHS,Biweekly,305,2025-12-02
11563,11228,GHS,Biweekly,1684,2025-12-02
11564,15459,GHS,Biweekly,463,2025-12-02
11565,5958,GHS,Biweekly,893,2025-12-02
11566,8881,GHS,Monthly,444,2025-12-02
11567,7224,GHS,Biweekly,216,2025-12-02
11568,1380,GHS,Biweekly,138,2025-12-02
11569,5400,GHS,Biweekly,810,2025-12-02
11570,13120,GHS,Biweekly,393,2025-12-02
11571,6880,GHS,Monthly,206,2025-12-02
11572,3326,GHS,Monthly,498,2025-12-02
11573,5072,GHS,Monthly,507,2025-12-02
11574,3497,GHS,Biweekly,524,2025-12-02
11575,8140,GHS,,407,2025-12-02
,6267,GHS,Monthly,188,2025-12-02
,2195,,Monthly,0,2025-12-02
11578,3209,GHS,Monthly,320,
11579,10574,,Monthly,,2025-12-02
11580,6143,GHS,Monthly,307,2025-12-02
11581,4684,GHS,,140,2025-12-02
,14128,GHS,Monthly,2119,2025-12-02
11583,6860,GHS,Monthly,205,2025-12-02
11584,1757,GHS,Monthly,175,2025-12-02
,,GHS,Biweekly,885,2025-12-02
11586,5628,GHS,Biweekly,281,2025-12-02
11587,6547,GHS,Monthly,654,2025-12-02
11588,11601,GHS,Monthly,0,2025-12-02
11589,7831,GHS,Biweekly,1174,2025-12-02
11590,,GHS,Monthly,0,2025-12-02
11591,1452,GHS,Biweekly,72,2025-12-02
11592,14344,GHS,Monthly,,2025-12-02
11593,4744,GHS,Monthly,711,2025-12-02
11594,4184,GHS,Monthly,418,2025-12-02
11595,3388,GHS,Biweekly,169,
11596,2459,GHS,Biweekly,73,2025-12-02
11597,5550,GHS,Monthly,166,2025-12-02
,6152,GHS,Biweekly,184,2025-12-02
11599,7641,GHS,Biweekly,1146,2025-12-02
11600,11800,GHS,Monthly,,2025-12-02
11601,12804,GHS,Biweekly,0,2025-12-02
11602,,GHS,Biweekly,943,2025-12-02
11603,6139,GHS,Monthly,0,2025-12-02
11604,2446,GHS,Monthly,244,2025-12-02
11605,7998,,Biweekly,799,2025-12-02
11606,3165,GHS,Monthly,158,2025-12-02
11607,7050,GHS,Biweekly,211,2025-12-02
11608,12969,GHS,Biweekly,648,2025-12-02
11609,3582,GHS,Biweekly,179,2025-12-02
11610,5375,GHS,Monthly,537,2025-12-02
,8137,GHS,Biweekly,813,2025-12-02
11612,3035,GHS,Biweekly,151,2025-12-02
,8488,GHS,Biweekly,848,2025-12-02
11614,8017,GHS,Monthly,0,2025-12-02
11615,6318,GHS,Monthly,,2025-12-02
11616,3768,GHS,Monthly,376,2025-12-02
11617,7491,GHS,Biweekly,749,2025-12-02
11618,5377,GHS,Biweekly,806,2025-12-02
11619,9095,GHS,Biweekly,1364,2025-12-02
11620,2646,GHS,Biweekly,,2025-12-02
11621,18942,GHS,Monthly,568,2025-12-02
11622,2524,GHS,Monthly,378,2025-12-02
11623,4883,GHS,Biweekly,488,2025-12-02
11624,7486,GHS,Monthly,374,2025-12-02
11625,12586,GHS,Biweekly,377,2025-12-02
11626,3288,GHS,Biweekly,164,2025-12-02
11627,10506,GHS,Biweekly,1050,2025-12-02
,10392,GHS,Biweekly,0,2025-12-02
11629,8163,GHS,Biweekly,0,2025-12-02
11630,5978,GHS,,0,2025-12-02
11631,6491,GHS,Monthly,324,2025-12-02
11632,1425,GHS,Monthly,0,2025-12-02
11633,7955,GHS,Monthly,238,2025-12-02
11634,3781,GHS,,0,2025-12-02
11635,7769,,Biweekly,,2025-12-02
11636,9302,GHS,Monthly,279,2025-12-02
11637,2648,GHS,Biweekly,397,2025-12-02
11638,3782,GHS,Monthly,378,2025-12-02
11639,4801,GHS,Biweekly,0,2025-12-02
11640,6396,GHS,Monthly,319,2025-12-02
,4394,GHS,Biweekly,,2025-12-02
11642,13348,GHS,Biweekly,667,2025-12-02
11643,4104,GHS,Monthly,205,2025-12-02
11644,15542,GHS,Biweekly,1554,2025-12-02
11645,4602,GHS,Monthly,230,2025-12-02
11646,12937,GHS,Monthly,646,2025-12-02
11647,13822,GHS,Monthly,414,2025-12-02
11648,7508,GHS,Monthly,225,2025-12-02
11649,1616,,Monthly,80,2025-12-02
,1491,GHS,Biweekly,149,2025-12-02
11651,3836,GHS,Biweekly,0,2025-12-02
11652,,GHS,Biweekly,871,2025-12-02
11653,1645,GHS,Monthly,0,2025-12-02
11654,2294,GHS,Biweekly,344,2025-12-02
11655,8696,GHS,Biweekly,0,2025-12-02
11656,7130,GHS,Biweekly,213,2025-12-02
11657,5430,GHS,Monthly,,2025-12-02
11658,2859,GHS,Monthly,428,2025-12-02
11659,3707,,Biweekly,0,2025-12-02
11660,8307,GHS,Monthly,1246,2025-12-02
11661,13869,GHS,Monthly,416,2025-12-02
11662,8189,GHS,Biweekly,0,2025-12-02
11663,12745,GHS,Monthly,637,2025-12-02
11664,4666,,Biweekly,699,2025-12-02
11665,1619,,Biweekly,80,2025-12-02
11666,10771,GHS,Monthly,,2025-12-02
11667,5363,GHS,Biweekly,536,
11668,13520,GHS,Monthly,676,
11669,2157,GHS,Monthly,0,2025-12-02
11670,3835,GHS,Biweekly,0,2025-12-02
11671,4500,GHS,Monthly,450,2025-12-02
11672,7750,GHS,Biweekly,0,2025-12-02
11673,2658,GHS,Monthly,79,2025-12-02
11674,,GHS,Monthly,95,2025-12-02
11675,5480,GHS,,274,2025-12-02
11676,9494,GHS,Biweekly,949,2025-12-02
11677,5918,GHS,,177,2025-12-02
11678,1958,GHS,Biweekly,97,2025-12-02
11679,7835,,,235,2025-12-02
11680,3052,GHS,Biweekly,91,2025-12-02
,2038,GHS,Monthly,61,2025-12-02
11682,8091,GHS,Biweekly,0,2025-12-02
11683,2286,GHS,Monthly,0,2025-12-02
11684,7568,GHS,Monthly,756,2025-12-02
11685,1686,GHS,Biweekly,,2025-12-02
11686,2684,GHS,Biweekly,402,2025-12-02
11687,14763,GHS,Monthly,2214,2025-12-02
11688,4445,GHS,Biweekly,444,2025-12-02
11689,6697,GHS,Biweekly,1004,2025-12-02
11690,7632,GHS,Biweekly,0,2025-12-02
11691,7426,GHS,Biweekly,742,2025-12-02
11692,7835,,Monthly,1175,2025-12-02
,7804,GHS,Monthly,0,2025-12-02
11694,1833,GHS,Biweekly,0,2025-12-02
11695,8869,GHS,Monthly,1330,2025-12-02
11696,4661,GHS,Monthly,699,2025-12-02
11697,6371,GHS,Monthly,191,2025-12-02
11698,5956,GHS,Biweekly,595,
11699,5995,,Biweekly,0,2025-12-02
11700,4470,GHS,Monthly,670,2025-12-02
11701,6667,GHS,Monthly,200,2025-12-02
11702,3598,GHS,Biweekly,179,2025-12-02
,6404,GHS,Biweekly,320,2025-12-02
11704,,GHS,Monthly,75,2025-12-02
11705,9067,GHS,Biweekly,272,2025-12-02
11706,1966,GHS,Biweekly,196,2025-12-02
11707,5857,GHS,Monthly,292,2025-12-02
11708,7323,,Monthly,1098,2025-12-02
11709,2881,GHS,Biweekly,,2025-12-02
11710,7137,GHS,Monthly,214,2025-12-02
11711,5502,GHS,Monthly,550,
11712,2460,GHS,,369,2025-12-02
11713,6954,GHS,Biweekly,695,2025-12-02
11714,3033,GHS,Monthly,,2025-12-02
11715,11203,GHS,Biweekly,1120,2025-12-02
11716,5052,GHS,Monthly,252,2025-12-02
11717,6685,GHS,Biweekly,0,
11718,2826,GHS,Biweekly,282,2025-12-02
11719,2000,GHS,Biweekly,60,2025-12-02
11720,6786,GHS,Biweekly,0,2025-12-02
11721,1476,,Biweekly,44,2025-12-02
11722,5941,GHS,Monthly,178,2025-12-02
11723,4235,GHS,Biweekly,127,2025-12-02
11724,9626,GHS,Biweekly,481,2025-12-02
11725,14497,GHS,Monthly,1449,2025-12-02
11726,9822,GHS,Biweekly,1473,2025-12-02
11727,2731,GHS,Monthly,0,2025-12-02
11728,5587,GHS,Biweekly,279,2025-12-02
11729,3050,GHS,Monthly,91,2025-12-02
11730,12024,GHS,Biweekly,1202,2025-12-02
11731,9554,GHS,Monthly,0,2025-12-02
11732,1313,GHS,Biweekly,131,2025-12-02
11733,2172,GHS,Biweekly,,2025-12-02
11734,11099,GHS,Biweekly,332,2025-12-02
11735,3089,GHS,Monthly,463,2025-12-02
11736,,GHS,Biweekly,985,2025-12-02
11737,8063,GHS,Monthly,241,2025-12-02
11738,18737,,Monthly,2810,2025-12-02
11739,5515,GHS,,165,2025-12-02
11740,2771,GHS,Biweekly,415,2025-12-02
11741,9772,,Biweekly,977,2025-12-02
11742,2241,GHS,Biweekly,224,2025-12-02
11743,,GHS,Monthly,650,2025-12-02
,3607,GHS,Biweekly,180,2025-12-02
11745,8425,GHS,Monthly,1263,2025-12-02
11746,8913,GHS,Monthly,891,2025-12-02
11747,6034,GHS,Monthly,905,2025-12-02
11748,2819,GHS,Monthly,140,2025-12-02
11749,3559,GHS,Monthly,106,2025-12-02
11750,12414,,Monthly,1862,2025-12-02
11751,6742,GHS,Biweekly,0,2025-12-02
11752,2265,GHS,Biweekly,226,2025-12-02
11753,14046,GHS,Biweekly,1404,2025-12-02
11754,,GHS,Monthly,0,
11755,10689,GHS,Biweekly,,2025-12-02
11756,,GHS,Monthly,228,2025-12-02
11757,1290,GHS,Monthly,0,2025-12-02
11758,1943,GHS,Biweekly,58,2025-12-02
11759,2874,GHS,Monthly,0,2025-12-02
11760,,GHS,,0,2025-12-02
11761,9342,GHS,Monthly,0,2025-12-02
11762,7886,GHS,Monthly,0,2025-12-02
11763,4510,GHS,Monthly,451,
11764,8778,GHS,Monthly,263,2025-12-02
11765,10028,GHS,Biweekly,1002,2025-12-02
11766,5661,GHS,Biweekly,169,2025-12-02
11767,10654,GHS,Monthly,319,2025-12-02
